q,id,location,agar_type,cfu_100ml
1280,KEALOHI_S2T02,KEALOHI,CHROM,200
1281,KEALOHI_S2T02,KEALOHI,MI,0
1282,KEALOHI_S2T02,KEALOHI,MI,0
1283,KEALOHI_S2T02,KEALOHI,MI,0
1284,KEALOHI_S2T02,KEALOHI,MI,280
1285,KEALOHI_S2T02,KEALOHI,MI,140
1286,KEALOHI_S2T02,KEALOHI,MI,220
1287,KEALOHI_S2T02,KEALOHI,MI,100
1288,KEALOHI_S2T02,KEALOHI,MI,100
1289,KEALOHI_S2T02,KEALOHI,MI,0
1290,KEALOHI_S2T02,KEALOHI,LB,
1291,KEALOHI_S2T02,KEALOHI,LB,16000
1292,KEALOHI_S2T02,KEALOHI,LB,0
1293,KEALOHI_S2T02,KEALOHI,LB,40000
1294,KEALOHI_S2T03,KEALOHI,CHROM,20
1295,KEALOHI_S2T03,KEALOHI,CHROM,200
1296,KEALOHI_S2T03,KEALOHI,CHROM,60
1297,KEALOHI_S2T03,KEALOHI,CHROM,100
1298,KEALOHI_S2T03,KEALOHI,CHROM,100
1299,KEALOHI_S2T03,KEALOHI,CHROM,2000
1300,KEALOHI_S2T03,KEALOHI,MI,0
1301,KEALOHI_S2T03,KEALOHI,MI,0
1302,KEALOHI_S2T03,KEALOHI,MI,0
1303,KEALOHI_S2T03,KEALOHI,MI,1100
1304,KEALOHI_S2T03,KEALOHI,MI,1620
1305,KEALOHI_S2T03,KEALOHI,MI,1600
1306,KEALOHI_S2T03,KEALOHI,MI,6300
1307,KEALOHI_S2T03,KEALOHI,MI,7300
1308,KEALOHI_S2T03,KEALOHI,MI,8000
1309,KEALOHI_S2T03,KEALOHI,LB,22000
1310,KEALOHI_S2T03,KEALOHI,LB,23000
1311,KEALOHI_S2T03,KEALOHI,LB,150000
1312,KEALOHI_S2T03,KEALOHI,LB,
1313,KEALOHI_S2T04,KEALOHI,CHROM,60
1314,KEALOHI_S2T04,KEALOHI,CHROM,140
1315,KEALOHI_S2T04,KEALOHI,CHROM,60
1316,KEALOHI_S2T04,KEALOHI,CHROM,100
1317,KEALOHI_S2T04,KEALOHI,CHROM,100
1318,KEALOHI_S2T04,KEALOHI,CHROM,0
1319,KEALOHI_S2T04,KEALOHI,MI,0
1320,KEALOHI_S2T04,KEALOHI,MI,0
1321,KEALOHI_S2T04,KEALOHI,MI,0
1322,KEALOHI_S2T04,KEALOHI,MI,2140
1323,KEALOHI_S2T04,KEALOHI,MI,2080
1324,KEALOHI_S2T04,KEALOHI,MI,2900
1325,KEALOHI_S2T04,KEALOHI,MI,3000
1326,KEALOHI_S2T04,KEALOHI,MI,2100
1327,KEALOHI_S2T04,KEALOHI,MI,2700
1328,KEALOHI_S2T04,KEALOHI,LB,11000
1329,KEALOHI_S2T04,KEALOHI,LB,5000
1330,KEALOHI_S2T04,KEALOHI,LB,0
1331,KEALOHI_S2T04,KEALOHI,LB,20000
1332,KEALOHI_S2T05,KEALOHI,CHROM,300
1333,KEALOHI_S2T05,KEALOHI,CHROM,260
1334,KEALOHI_S2T05,KEALOHI,CHROM,260
1335,KEALOHI_S2T05,KEALOHI,CHROM,200
1336,KEALOHI_S2T05,KEALOHI,CHROM,500
1337,KEALOHI_S2T05,KEALOHI,CHROM,400
1338,KEALOHI_S2T05,KEALOHI,MI,1000
1339,KEALOHI_S2T05,KEALOHI,MI,1000
1340,KEALOHI_S2T05,KEALOHI,MI,0
1341,KEALOHI_S2T05,KEALOHI,MI,300
1342,KEALOHI_S2T05,KEALOHI,MI,280
1343,KEALOHI_S2T05,KEALOHI,MI,360
1344,KEALOHI_S2T05,KEALOHI,MI,1200
1345,KEALOHI_S2T05,KEALOHI,MI,1300
1346,KEALOHI_S2T05,KEALOHI,MI,1200
1347,KEALOHI_S2T05,KEALOHI,LB,112000
1348,KEALOHI_S2T05,KEALOHI,LB,
1349,KEALOHI_S2T05,KEALOHI,LB,30000
1350,KEALOHI_S2T05,KEALOHI,LB,0
1351,KEALOHI_S2T06,KEALOHI,CHROM,580
1352,KEALOHI_S2T06,KEALOHI,CHROM,480
1353,KEALOHI_S2T06,KEALOHI,CHROM,500
1354,KEALOHI_S2T06,KEALOHI,CHROM,600
1355,KEALOHI_S2T06,KEALOHI,CHROM,700
1356,KEALOHI_S2T06,KEALOHI,CHROM,200
1357,KEALOHI_S2T06,KEALOHI,MI,0
1358,KEALOHI_S2T06,KEALOHI,MI,0
1359,KEALOHI_S2T06,KEALOHI,MI,0
1360,KEALOHI_S2T06,KEALOHI,MI,1500
1361,KEALOHI_S2T06,KEALOHI,MI,1260
1362,KEALOHI_S2T06,KEALOHI,MI,1260
1363,KEALOHI_S2T06,KEALOHI,MI,2300
1364,KEALOHI_S2T06,KEALOHI,MI,1900
1365,KEALOHI_S2T06,KEALOHI,MI,4300
1366,KEALOHI_S2T06,KEALOHI,LB,35000
1367,KEALOHI_S2T06,KEALOHI,LB,37000
1368,KEALOHI_S2T06,KEALOHI,LB,120000
1369,KEALOHI_S2T06,KEALOHI,LB,60000
1370,KEALOHI_S2T07,KEALOHI,CHROM,0
1371,KEALOHI_S2T07,KEALOHI,CHROM,0
1372,KEALOHI_S2T07,KEALOHI,CHROM,0
1373,KEALOHI_S2T07,KEALOHI,CHROM,0
1374,KEALOHI_S2T07,KEALOHI,CHROM,0
1375,KEALOHI_S2T07,KEALOHI,CHROM,0
1376,KEALOHI_S2T07,KEALOHI,MI,0
1377,KEALOHI_S2T07,KEALOHI,MI,0
1378,KEALOHI_S2T07,KEALOHI,MI,1000
1379,KEALOHI_S2T07,KEALOHI,MI,940
1380,KEALOHI_S2T07,KEALOHI,MI,1160
1381,KEALOHI_S2T07,KEALOHI,MI,1040
1382,KEALOHI_S2T07,KEALOHI,MI,1600
1383,KEALOHI_S2T07,KEALOHI,MI,2000
1384,KEALOHI_S2T07,KEALOHI,MI,1900
1385,KEALOHI_S2T07,KEALOHI,LB,13000
1386,KEALOHI_S2T07,KEALOHI,LB,7000
1387,KEALOHI_S2T07,KEALOHI,LB,0
1388,KEALOHI_S2T07,KEALOHI,LB,10000
1389,KEALOHI_S2T08,KEALOHI,CHROM,0
1390,KEALOHI_S2T08,KEALOHI,CHROM,0
1391,KEALOHI_S2T08,KEALOHI,CHROM,0
1392,KEALOHI_S2T08,KEALOHI,CHROM,0
1393,KEALOHI_S2T08,KEALOHI,CHROM,0
1394,KEALOHI_S2T08,KEALOHI,CHROM,0
1395,KEALOHI_S2T08,KEALOHI,MI,0
1396,KEALOHI_S2T08,KEALOHI,MI,0
1397,KEALOHI_S2T08,KEALOHI,MI,0
1398,KEALOHI_S2T08,KEALOHI,MI,940
1399,KEALOHI_S2T08,KEALOHI,MI,720
1400,KEALOHI_S2T08,KEALOHI,MI,800
1401,KEALOHI_S2T08,KEALOHI,MI,600
1402,KEALOHI_S2T08,KEALOHI,MI,700
1403,KEALOHI_S2T08,KEALOHI,MI,600
1404,KEALOHI_S2T08,KEALOHI,LB,71000
1405,KEALOHI_S2T08,KEALOHI,LB,66000
1406,KEALOHI_S2T08,KEALOHI,LB,50000
1407,KEALOHI_S2T08,KEALOHI,LB,120000
1408,KEALOHI_S2T09,KEALOHI,CHROM,0
1409,KEALOHI_S2T09,KEALOHI,CHROM,0
1410,KEALOHI_S2T09,KEALOHI,CHROM,0
1411,KEALOHI_S2T09,KEALOHI,CHROM,0
1412,KEALOHI_S2T09,KEALOHI,CHROM,0
1413,KEALOHI_S2T09,KEALOHI,CHROM,0
1414,KEALOHI_S2T09,KEALOHI,MI,0
1415,KEALOHI_S2T09,KEALOHI,MI,0
1416,KEALOHI_S2T09,KEALOHI,MI,0
1417,KEALOHI_S2T09,KEALOHI,MI,140
1418,KEALOHI_S2T09,KEALOHI,MI,120
1419,KEALOHI_S2T09,KEALOHI,MI,20
1420,KEALOHI_S2T09,KEALOHI,MI,300
1421,KEALOHI_S2T09,KEALOHI,MI,300
1422,KEALOHI_S2T09,KEALOHI,MI,400
1423,KEALOHI_S2T09,KEALOHI,LB,12000
1424,KEALOHI_S2T09,KEALOHI,LB,14000
1425,KEALOHI_S2T09,KEALOHI,LB,60000
1426,KEALOHI_S2T09,KEALOHI,LB,0
1427,KEALOHI_S2T10,KEALOHI,CHROM,0
1428,KEALOHI_S2T10,KEALOHI,CHROM,0
1429,KEALOHI_S2T10,KEALOHI,CHROM,0
1430,KEALOHI_S2T10,KEALOHI,CHROM,0
1431,KEALOHI_S2T10,KEALOHI,CHROM,0
1432,KEALOHI_S2T10,KEALOHI,CHROM,0
1433,KEALOHI_S2T10,KEALOHI,MI,0
1434,KEALOHI_S2T10,KEALOHI,MI,0
1435,KEALOHI_S2T10,KEALOHI,MI,0
1436,KEALOHI_S2T10,KEALOHI,MI,2060
1437,KEALOHI_S2T10,KEALOHI,MI,1540
1438,KEALOHI_S2T10,KEALOHI,MI,1980
1439,KEALOHI_S2T10,KEALOHI,MI,2400
1440,KEALOHI_S2T10,KEALOHI,MI,1900
1441,KEALOHI_S2T10,KEALOHI,MI,2700
1442,KEALOHI_S2T10,KEALOHI,LB,19000
1443,KEALOHI_S2T10,KEALOHI,LB,23000
1444,KEALOHI_S2T10,KEALOHI,LB,0
1445,KEALOHI_S2T10,KEALOHI,LB,30000
1446,KEALOHI_S2T11,KEALOHI,CHROM,0
1447,KEALOHI_S2T11,KEALOHI,CHROM,0
1448,KEALOHI_S2T11,KEALOHI,CHROM,0
1449,KEALOHI_S2T11,KEALOHI,CHROM,0
1450,KEALOHI_S2T11,KEALOHI,CHROM,0
1451,KEALOHI_S2T11,KEALOHI,CHROM,0
1452,KEALOHI_S2T11,KEALOHI,MI,0
1453,KEALOHI_S2T11,KEALOHI,MI,0
1454,KEALOHI_S2T11,KEALOHI,MI,0
1455,KEALOHI_S2T11,KEALOHI,MI,1680
1456,KEALOHI_S2T11,KEALOHI,MI,1820
1457,KEALOHI_S2T11,KEALOHI,MI,1720
1458,KEALOHI_S2T11,KEALOHI,MI,2500
1459,KEALOHI_S2T11,KEALOHI,MI,3700
1460,KEALOHI_S2T11,KEALOHI,MI,2300
1461,KEALOHI_S2T11,KEALOHI,LB,13000
1462,KEALOHI_S2T11,KEALOHI,LB,
1463,KEALOHI_S2T11,KEALOHI,LB,0
1464,KEALOHI_S2T11,KEALOHI,LB,0
1465,KEALOHI_S2T12,KEALOHI,CHROM,0
1466,KEALOHI_S2T12,KEALOHI,CHROM,0
1467,KEALOHI_S2T12,KEALOHI,CHROM,0
1468,KEALOHI_S2T12,KEALOHI,CHROM,0
1469,KEALOHI_S2T12,KEALOHI,CHROM,0
1470,KEALOHI_S2T12,KEALOHI,CHROM,0
1471,KEALOHI_S2T12,KEALOHI,MI,0
1472,KEALOHI_S2T12,KEALOHI,MI,0
1473,KEALOHI_S2T12,KEALOHI,MI,0
1474,KEALOHI_S2T12,KEALOHI,MI,1920
1475,KEALOHI_S2T12,KEALOHI,MI,1960
1476,KEALOHI_S2T12,KEALOHI,MI,1600
1477,KEALOHI_S2T12,KEALOHI,MI,2500
1478,KEALOHI_S2T12,KEALOHI,MI,2100
1479,KEALOHI_S2T12,KEALOHI,MI,2400
1480,KEALOHI_S2T12,KEALOHI,LB,33000
1481,KEALOHI_S2T12,KEALOHI,LB,18000
1482,KEALOHI_S2T12,KEALOHI,LB,0
1483,KEALOHI_S2T12,KEALOHI,LB,2040000
1484,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,CHROM,480
1485,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,CHROM,540
1486,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,CHROM,300
1487,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,CHROM,200
1488,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,CHROM,700
1489,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,CHROM,400
1490,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,0
1491,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,0
1492,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,0
1493,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,220
1494,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,300
1495,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,140
1496,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,300
1497,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,300
1498,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,MI,400
1499,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,LB,51000
1500,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,LB,45000
1501,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,LB,60000
1502,HEEIA_MULIWAI_S3T01,HEEIA_MULIWAI,LB,90000
1503,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,CHROM,540
1504,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,CHROM,680
1505,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,CHROM,780
1506,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,CHROM,0
1507,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,CHROM,0
1508,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,CHROM,0
1509,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,1000
1510,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,0
1511,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,0
1512,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,760
1513,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,580
1514,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,480
1515,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,900
1516,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,900
1517,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,MI,1100
1518,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,LB,
1519,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,LB,45000
1520,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,LB,70000
1521,HEEIA_MULIWAI_S3T02,HEEIA_MULIWAI,LB,90000
1522,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,CHROM,100
1523,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,CHROM,40
1524,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,CHROM,140
1525,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,CHROM,0
1526,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,CHROM,0
1527,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,CHROM,0
1528,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,6000
1529,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,13000
1530,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,10000
1531,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,
1532,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,
1533,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,
1534,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,20000
1535,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,14400
1536,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,MI,17400
1537,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,LB,57000
1538,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,LB,26000
1539,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,LB,190000
1540,HEEIA_MULIWAI_S3T03,HEEIA_MULIWAI,LB,120000
1541,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,CHROM,200
1542,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,CHROM,240
1543,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,CHROM,400
1544,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,CHROM,200
1545,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,CHROM,400
1546,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,CHROM,100
1547,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,0
1548,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,0
1549,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,0
1550,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,1160
1551,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,1240
1552,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,1080
1553,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,1400
1554,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,1500
1555,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,MI,1500
1556,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,LB,8000
1557,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,LB,16000
1558,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,LB,20000
1559,HEEIA_MULIWAI_S3T04,HEEIA_MULIWAI,LB,50000
1560,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,CHROM,420
1561,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,CHROM,540
1562,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,CHROM,520
1563,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,CHROM,1200
1564,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,CHROM,1300
1565,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,CHROM,1600
1566,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,1000
1567,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,1000
1568,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,0
1569,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,2640
1570,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,2160
1571,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,2520
1572,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,6400
1573,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,7800
1574,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,MI,7100
1575,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,LB,324000
1576,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,LB,360000
1577,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,LB,480000
1578,HEEIA_MULIWAI_S3T05,HEEIA_MULIWAI,LB,890000
1579,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,CHROM,1300
1580,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,CHROM,1400
1581,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,CHROM,1280
1582,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,CHROM,5300
1583,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,CHROM,3800
1584,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,CHROM,2600
1585,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,0
1586,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,0
1587,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,0
1588,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,1980
1589,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,2120
1590,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,2740
1591,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,1400
1592,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,1600
1593,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,MI,1600
1594,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,LB,65000
1595,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,LB,57000
1596,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,LB,120000
1597,HEEIA_MULIWAI_S3T06,HEEIA_MULIWAI,LB,200000
1598,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,CHROM,0
1599,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,CHROM,0
1600,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,CHROM,0
1601,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,CHROM,0
1602,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,CHROM,0
1603,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,CHROM,0
1604,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,6000
1605,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,0
1606,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,0
1607,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,1660
1608,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,1660
1609,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,1740
1610,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,3800
1611,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,2900
1612,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,MI,4400
1613,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,LB,151000
1614,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,LB,103000
1615,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,LB,410000
1616,HEEIA_MULIWAI_S3T07,HEEIA_MULIWAI,LB,670000
1617,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,CHROM,0
1618,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,CHROM,0
1619,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,CHROM,0
1620,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,CHROM,0
1621,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,CHROM,0
1622,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,CHROM,0
1623,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,0
1624,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,0
1625,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,0
1626,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,1760
1627,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,1660
1628,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,1740
1629,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,1500
1630,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,2200
1631,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,MI,1600
1632,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,LB,32000
1633,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,LB,23000
1634,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,LB,100000
1635,HEEIA_MULIWAI_S3T08,HEEIA_MULIWAI,LB,150000
1636,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,CHROM,0
1637,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,CHROM,0
1638,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,CHROM,0
1639,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,CHROM,0
1640,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,CHROM,0
1641,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,CHROM,0
1642,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,0
1643,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,0
1644,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,0
1645,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,1720
1646,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,640
1647,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,1520
1648,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,3300
1649,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,2200
1650,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,MI,2900
1651,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,LB,43000
1652,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,LB,16000
1653,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,LB,50000
1654,HEEIA_MULIWAI_S3T09,HEEIA_MULIWAI,LB,100000
1655,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,CHROM,0
1656,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,CHROM,0
1657,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,CHROM,0
1658,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,CHROM,0
1659,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,CHROM,0
1660,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,CHROM,0
1661,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,0
1662,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,0
1663,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,0
1664,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,2000
1665,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,1520
1666,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,1440
1667,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,1700
1668,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,1600
1669,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,MI,1800
1670,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,LB,67000
1671,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,LB,54000
1672,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,LB,20000
1673,HEEIA_MULIWAI_S3T10,HEEIA_MULIWAI,LB,20000
1674,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,CHROM,0
1675,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,CHROM,0
1676,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,CHROM,0
1677,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,CHROM,0
1678,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,CHROM,0
1679,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,CHROM,0
1680,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,0
1681,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,0
1682,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,0
1683,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,1380
1684,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,1520
1685,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,1340
1686,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,1600
1687,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,2300
1688,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,MI,1700
1689,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,LB,33000
