q,id,location,agar_type,cfu_100ml
1690,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,LB,43000
1691,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,LB,0
1692,HEEIA_MULIWAI_S3T11,HEEIA_MULIWAI,LB,20000
1693,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,CHROM,0
1694,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,CHROM,0
1695,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,CHROM,0
1696,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,CHROM,0
1697,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,CHROM,0
1698,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,CHROM,0
1699,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,0
1700,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,0
1701,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,0
1702,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,1320
1703,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,1460
1704,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,1380
1705,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,2100
1706,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,2100
1707,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,MI,2000
1708,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,LB,
1709,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,LB,
1710,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,LB,50000
1711,HEEIA_MULIWAI_S3T12,HEEIA_MULIWAI,LB,30000
1712,HIHIMANU_S4T01,HIHIMANU,CHROM,60
1713,HIHIMANU_S4T01,HIHIMANU,CHROM,420
1714,HIHIMANU_S4T01,HIHIMANU,CHROM,160
1715,HIHIMANU_S4T01,HIHIMANU,CHROM,700
1716,HIHIMANU_S4T01,HIHIMANU,CHROM,300
1717,HIHIMANU_S4T01,HIHIMANU,CHROM,200
1718,HIHIMANU_S4T01,HIHIMANU,MI,
1719,HIHIMANU_S4T01,HIHIMANU,MI,
1720,HIHIMANU_S4T01,HIHIMANU,MI,
1721,HIHIMANU_S4T01,HIHIMANU,MI,0
1722,HIHIMANU_S4T01,HIHIMANU,MI,0
1723,HIHIMANU_S4T01,HIHIMANU,MI,20
1724,HIHIMANU_S4T01,HIHIMANU,MI,0
1725,HIHIMANU_S4T01,HIHIMANU,MI,0
1726,HIHIMANU_S4T01,HIHIMANU,MI,0
1727,HIHIMANU_S4T01,HIHIMANU,MI_UV,0
1728,HIHIMANU_S4T01,HIHIMANU,MI_UV,1000
1729,HIHIMANU_S4T01,HIHIMANU,MI_UV,2000
1730,HIHIMANU_S4T01,HIHIMANU,LB,2000000
1731,HIHIMANU_S4T01,HIHIMANU,LB,1784000
1732,HIHIMANU_S4T01,HIHIMANU,LB,110000
1733,HIHIMANU_S4T01,HIHIMANU,LB,30000
1734,HIHIMANU_S4T02,HIHIMANU,CHROM,340
1735,HIHIMANU_S4T02,HIHIMANU,CHROM,280
1736,HIHIMANU_S4T02,HIHIMANU,CHROM,440
1737,HIHIMANU_S4T02,HIHIMANU,CHROM,100
1738,HIHIMANU_S4T02,HIHIMANU,CHROM,500
1739,HIHIMANU_S4T02,HIHIMANU,CHROM,800
1740,HIHIMANU_S4T02,HIHIMANU,MI,1000
1741,HIHIMANU_S4T02,HIHIMANU,MI,3000
1742,HIHIMANU_S4T02,HIHIMANU,MI,1000
1743,HIHIMANU_S4T02,HIHIMANU,MI,6320
1744,HIHIMANU_S4T02,HIHIMANU,MI,4880
1745,HIHIMANU_S4T02,HIHIMANU,MI,6080
1746,HIHIMANU_S4T02,HIHIMANU,MI,10300
1747,HIHIMANU_S4T02,HIHIMANU,MI,10200
1748,HIHIMANU_S4T02,HIHIMANU,MI,9100
1749,HIHIMANU_S4T02,HIHIMANU,MI_UV,1000
1750,HIHIMANU_S4T02,HIHIMANU,MI_UV,2000
1751,HIHIMANU_S4T02,HIHIMANU,MI_UV,1000
1752,HIHIMANU_S4T02,HIHIMANU,LB,25000
1753,HIHIMANU_S4T02,HIHIMANU,LB,25000
1754,HIHIMANU_S4T02,HIHIMANU,LB,20000
1755,HIHIMANU_S4T02,HIHIMANU,LB,30000
1756,HIHIMANU_S4T03,HIHIMANU,CHROM,
1757,HIHIMANU_S4T03,HIHIMANU,CHROM,
1758,HIHIMANU_S4T03,HIHIMANU,CHROM,
1759,HIHIMANU_S4T03,HIHIMANU,CHROM,0
1760,HIHIMANU_S4T03,HIHIMANU,CHROM,100
1761,HIHIMANU_S4T03,HIHIMANU,CHROM,0
1762,HIHIMANU_S4T03,HIHIMANU,MI,0
1763,HIHIMANU_S4T03,HIHIMANU,MI,0
1764,HIHIMANU_S4T03,HIHIMANU,MI,0
1765,HIHIMANU_S4T03,HIHIMANU,MI,140
1766,HIHIMANU_S4T03,HIHIMANU,MI,3440
1767,HIHIMANU_S4T03,HIHIMANU,MI,540
1768,HIHIMANU_S4T03,HIHIMANU,MI,4600
1769,HIHIMANU_S4T03,HIHIMANU,MI,6700
1770,HIHIMANU_S4T03,HIHIMANU,MI,6100
1771,HIHIMANU_S4T03,HIHIMANU,MI_UV,1000
1772,HIHIMANU_S4T03,HIHIMANU,MI_UV,0
1773,HIHIMANU_S4T03,HIHIMANU,MI_UV,0
1774,HIHIMANU_S4T03,HIHIMANU,LB,77000
1775,HIHIMANU_S4T03,HIHIMANU,LB,105000
1776,HIHIMANU_S4T03,HIHIMANU,LB,90000
1777,HIHIMANU_S4T03,HIHIMANU,LB,80000
1778,HIHIMANU_S4T04,HIHIMANU,CHROM,360
1779,HIHIMANU_S4T04,HIHIMANU,CHROM,520
1780,HIHIMANU_S4T04,HIHIMANU,CHROM,420
1781,HIHIMANU_S4T04,HIHIMANU,CHROM,200
1782,HIHIMANU_S4T04,HIHIMANU,CHROM,800
1783,HIHIMANU_S4T04,HIHIMANU,CHROM,700
1784,HIHIMANU_S4T04,HIHIMANU,MI,2000
1785,HIHIMANU_S4T04,HIHIMANU,MI,0
1786,HIHIMANU_S4T04,HIHIMANU,MI,4000
1787,HIHIMANU_S4T04,HIHIMANU,MI,2200
1788,HIHIMANU_S4T04,HIHIMANU,MI,2320
1789,HIHIMANU_S4T04,HIHIMANU,MI,2200
1790,HIHIMANU_S4T04,HIHIMANU,MI,3700
1791,HIHIMANU_S4T04,HIHIMANU,MI,5200
1792,HIHIMANU_S4T04,HIHIMANU,MI,5000
1793,HIHIMANU_S4T04,HIHIMANU,MI_UV,0
1794,HIHIMANU_S4T04,HIHIMANU,MI_UV,0
1795,HIHIMANU_S4T04,HIHIMANU,MI_UV,0
1796,HIHIMANU_S4T04,HIHIMANU,LB,8000
1797,HIHIMANU_S4T04,HIHIMANU,LB,7000
1798,HIHIMANU_S4T04,HIHIMANU,LB,20000
1799,HIHIMANU_S4T04,HIHIMANU,LB,30000
1800,HIHIMANU_S4T05,HIHIMANU,CHROM,260
1801,HIHIMANU_S4T05,HIHIMANU,CHROM,40
1802,HIHIMANU_S4T05,HIHIMANU,CHROM,280
1803,HIHIMANU_S4T05,HIHIMANU,CHROM,0
1804,HIHIMANU_S4T05,HIHIMANU,CHROM,100
1805,HIHIMANU_S4T05,HIHIMANU,CHROM,100
1806,HIHIMANU_S4T05,HIHIMANU,MI,1000
1807,HIHIMANU_S4T05,HIHIMANU,MI,0
1808,HIHIMANU_S4T05,HIHIMANU,MI,0
1809,HIHIMANU_S4T05,HIHIMANU,MI,2100
1810,HIHIMANU_S4T05,HIHIMANU,MI,2220
1811,HIHIMANU_S4T05,HIHIMANU,MI,1900
1812,HIHIMANU_S4T05,HIHIMANU,MI,200
1813,HIHIMANU_S4T05,HIHIMANU,MI,600
1814,HIHIMANU_S4T05,HIHIMANU,MI,200
1815,HIHIMANU_S4T05,HIHIMANU,MI_UV,0
1816,HIHIMANU_S4T05,HIHIMANU,MI_UV,1000
1817,HIHIMANU_S4T05,HIHIMANU,MI_UV,0
1818,HIHIMANU_S4T05,HIHIMANU,LB,22000
1819,HIHIMANU_S4T05,HIHIMANU,LB,2000
1820,HIHIMANU_S4T05,HIHIMANU,LB,60000
1821,HIHIMANU_S4T05,HIHIMANU,LB,40000
1822,HIHIMANU_S4T06,HIHIMANU,CHROM,760
1823,HIHIMANU_S4T06,HIHIMANU,CHROM,960
1824,HIHIMANU_S4T06,HIHIMANU,CHROM,1020
1825,HIHIMANU_S4T06,HIHIMANU,CHROM,1000
1826,HIHIMANU_S4T06,HIHIMANU,CHROM,1500
1827,HIHIMANU_S4T06,HIHIMANU,CHROM,1200
1828,HIHIMANU_S4T06,HIHIMANU,MI,0
1829,HIHIMANU_S4T06,HIHIMANU,MI,0
1830,HIHIMANU_S4T06,HIHIMANU,MI,0
1831,HIHIMANU_S4T06,HIHIMANU,MI,1580
1832,HIHIMANU_S4T06,HIHIMANU,MI,1260
1833,HIHIMANU_S4T06,HIHIMANU,MI,1700
1834,HIHIMANU_S4T06,HIHIMANU,MI,1400
1835,HIHIMANU_S4T06,HIHIMANU,MI,1800
1836,HIHIMANU_S4T06,HIHIMANU,MI,2100
1837,HIHIMANU_S4T06,HIHIMANU,MI_UV,0
1838,HIHIMANU_S4T06,HIHIMANU,MI_UV,34000
1839,HIHIMANU_S4T06,HIHIMANU,MI_UV,3000
1840,HIHIMANU_S4T06,HIHIMANU,LB,48000
1841,HIHIMANU_S4T06,HIHIMANU,LB,41000
1842,HIHIMANU_S4T06,HIHIMANU,LB,80000
1843,HIHIMANU_S4T06,HIHIMANU,LB,20000
1844,HIHIMANU_S4T07,HIHIMANU,CHROM,
1845,HIHIMANU_S4T07,HIHIMANU,CHROM,
1846,HIHIMANU_S4T07,HIHIMANU,CHROM,
1847,HIHIMANU_S4T07,HIHIMANU,CHROM,4200
1848,HIHIMANU_S4T07,HIHIMANU,CHROM,3900
1849,HIHIMANU_S4T07,HIHIMANU,CHROM,1800
1850,HIHIMANU_S4T07,HIHIMANU,MI,0
1851,HIHIMANU_S4T07,HIHIMANU,MI,0
1852,HIHIMANU_S4T07,HIHIMANU,MI,0
1853,HIHIMANU_S4T07,HIHIMANU,MI,2000
1854,HIHIMANU_S4T07,HIHIMANU,MI,1820
1855,HIHIMANU_S4T07,HIHIMANU,MI,1440
1856,HIHIMANU_S4T07,HIHIMANU,MI,2200
1857,HIHIMANU_S4T07,HIHIMANU,MI,3200
1858,HIHIMANU_S4T07,HIHIMANU,MI,2000
1859,HIHIMANU_S4T07,HIHIMANU,MI_UV,
1860,HIHIMANU_S4T07,HIHIMANU,MI_UV,
1861,HIHIMANU_S4T07,HIHIMANU,MI_UV,0
1862,HIHIMANU_S4T07,HIHIMANU,LB,77000
1863,HIHIMANU_S4T07,HIHIMANU,LB,102000
1864,HIHIMANU_S4T07,HIHIMANU,LB,
1865,HIHIMANU_S4T07,HIHIMANU,LB,1150000
1866,HIHIMANU_S4T08,HIHIMANU,CHROM,0
1867,HIHIMANU_S4T08,HIHIMANU,CHROM,0
1868,HIHIMANU_S4T08,HIHIMANU,CHROM,0
1869,HIHIMANU_S4T08,HIHIMANU,CHROM,0
1870,HIHIMANU_S4T08,HIHIMANU,CHROM,0
1871,HIHIMANU_S4T08,HIHIMANU,CHROM,0
1872,HIHIMANU_S4T08,HIHIMANU,MI,0
1873,HIHIMANU_S4T08,HIHIMANU,MI,0
1874,HIHIMANU_S4T08,HIHIMANU,MI,0
1875,HIHIMANU_S4T08,HIHIMANU,MI,700
1876,HIHIMANU_S4T08,HIHIMANU,MI,820
1877,HIHIMANU_S4T08,HIHIMANU,MI,720
1878,HIHIMANU_S4T08,HIHIMANU,MI,1300
1879,HIHIMANU_S4T08,HIHIMANU,MI,1000
1880,HIHIMANU_S4T08,HIHIMANU,MI,1300
1881,HIHIMANU_S4T08,HIHIMANU,MI_UV,0
1882,HIHIMANU_S4T08,HIHIMANU,MI_UV,
1883,HIHIMANU_S4T08,HIHIMANU,MI_UV,
1884,HIHIMANU_S4T08,HIHIMANU,LB,67000
1885,HIHIMANU_S4T08,HIHIMANU,LB,73000
1886,HIHIMANU_S4T08,HIHIMANU,LB,110000
1887,HIHIMANU_S4T08,HIHIMANU,LB,190000
1888,HIHIMANU_S4T09,HIHIMANU,CHROM,0
1889,HIHIMANU_S4T09,HIHIMANU,CHROM,0
1890,HIHIMANU_S4T09,HIHIMANU,CHROM,0
1891,HIHIMANU_S4T09,HIHIMANU,CHROM,0
1892,HIHIMANU_S4T09,HIHIMANU,CHROM,0
1893,HIHIMANU_S4T09,HIHIMANU,CHROM,0
1894,HIHIMANU_S4T09,HIHIMANU,MI,0
1895,HIHIMANU_S4T09,HIHIMANU,MI,0
1896,HIHIMANU_S4T09,HIHIMANU,MI,1000
1897,HIHIMANU_S4T09,HIHIMANU,MI,1340
1898,HIHIMANU_S4T09,HIHIMANU,MI,1480
1899,HIHIMANU_S4T09,HIHIMANU,MI,1260
1900,HIHIMANU_S4T09,HIHIMANU,MI,2300
1901,HIHIMANU_S4T09,HIHIMANU,MI,2100
1902,HIHIMANU_S4T09,HIHIMANU,MI,1700
1903,HIHIMANU_S4T09,HIHIMANU,MI_UV,0
1904,HIHIMANU_S4T09,HIHIMANU,MI_UV,0
1905,HIHIMANU_S4T09,HIHIMANU,MI_UV,1000
1906,HIHIMANU_S4T09,HIHIMANU,LB,0
1907,HIHIMANU_S4T09,HIHIMANU,LB,0
1908,HIHIMANU_S4T09,HIHIMANU,LB,0
1909,HIHIMANU_S4T09,HIHIMANU,LB,0
1910,HIHIMANU_S4T10,HIHIMANU,CHROM,0
1911,HIHIMANU_S4T10,HIHIMANU,CHROM,0
1912,HIHIMANU_S4T10,HIHIMANU,CHROM,0
1913,HIHIMANU_S4T10,HIHIMANU,CHROM,0
1914,HIHIMANU_S4T10,HIHIMANU,CHROM,0
1915,HIHIMANU_S4T10,HIHIMANU,CHROM,0
1916,HIHIMANU_S4T10,HIHIMANU,MI_UV,0
1917,HIHIMANU_S4T10,HIHIMANU,MI_UV,0
1918,HIHIMANU_S4T10,HIHIMANU,MI_UV,0
1919,HIHIMANU_S4T10,HIHIMANU,MI,10000
1920,HIHIMANU_S4T10,HIHIMANU,MI,6000
1921,HIHIMANU_S4T10,HIHIMANU,MI,9000
1922,HIHIMANU_S4T10,HIHIMANU,MI,2060
1923,HIHIMANU_S4T10,HIHIMANU,MI,2200
1924,HIHIMANU_S4T10,HIHIMANU,MI,1480
1925,HIHIMANU_S4T10,HIHIMANU,MI,3500
1926,HIHIMANU_S4T10,HIHIMANU,MI,3300
1927,HIHIMANU_S4T10,HIHIMANU,MI,4200
1928,HIHIMANU_S4T10,HIHIMANU,LB,127000
1929,HIHIMANU_S4T10,HIHIMANU,LB,43000
1930,HIHIMANU_S4T10,HIHIMANU,LB,70000
1931,HIHIMANU_S4T10,HIHIMANU,LB,10000
1932,HIHIMANU_S4T11,HIHIMANU,CHROM,0
1933,HIHIMANU_S4T11,HIHIMANU,CHROM,0
1934,HIHIMANU_S4T11,HIHIMANU,CHROM,0
1935,HIHIMANU_S4T11,HIHIMANU,CHROM,700
1936,HIHIMANU_S4T11,HIHIMANU,CHROM,500
1937,HIHIMANU_S4T11,HIHIMANU,CHROM,
1938,HIHIMANU_S4T11,HIHIMANU,MI_UV,0
1939,HIHIMANU_S4T11,HIHIMANU,MI_UV,0
1940,HIHIMANU_S4T11,HIHIMANU,MI_UV,0
1941,HIHIMANU_S4T11,HIHIMANU,MI,0
1942,HIHIMANU_S4T11,HIHIMANU,MI,0
1943,HIHIMANU_S4T11,HIHIMANU,MI,0
1944,HIHIMANU_S4T11,HIHIMANU,MI,2100
1945,HIHIMANU_S4T11,HIHIMANU,MI,1800
1946,HIHIMANU_S4T11,HIHIMANU,MI,1600
1947,HIHIMANU_S4T11,HIHIMANU,MI,3100
1948,HIHIMANU_S4T11,HIHIMANU,MI,2000
1949,HIHIMANU_S4T11,HIHIMANU,MI,2600
1950,HIHIMANU_S4T11,HIHIMANU,LB,
1951,HIHIMANU_S4T11,HIHIMANU,LB,
1952,HIHIMANU_S4T11,HIHIMANU,LB,10000
1953,HIHIMANU_S4T11,HIHIMANU,LB,30000
1954,HIHIMANU_S4T12,HIHIMANU,CHROM,0
1955,HIHIMANU_S4T12,HIHIMANU,CHROM,0
1956,HIHIMANU_S4T12,HIHIMANU,CHROM,0
1957,HIHIMANU_S4T12,HIHIMANU,CHROM,500
1958,HIHIMANU_S4T12,HIHIMANU,CHROM,100
1959,HIHIMANU_S4T12,HIHIMANU,CHROM,100
1960,HIHIMANU_S4T12,HIHIMANU,MI_UV,0
1961,HIHIMANU_S4T12,HIHIMANU,MI_UV,0
1962,HIHIMANU_S4T12,HIHIMANU,MI_UV,0
1963,HIHIMANU_S4T12,HIHIMANU,MI,0
1964,HIHIMANU_S4T12,HIHIMANU,MI,0
1965,HIHIMANU_S4T12,HIHIMANU,MI,0
1966,HIHIMANU_S4T12,HIHIMANU,MI,1820
1967,HIHIMANU_S4T12,HIHIMANU,MI,2320
1968,HIHIMANU_S4T12,HIHIMANU,MI,2100
1969,HIHIMANU_S4T12,HIHIMANU,MI,4300
1970,HIHIMANU_S4T12,HIHIMANU,MI,4400
1971,HIHIMANU_S4T12,HIHIMANU,MI,4700
1972,HIHIMANU_S4T12,HIHIMANU,LB,25000
1973,HIHIMANU_S4T12,HIHIMANU,LB,
1974,HIHIMANU_S4T12,HIHIMANU,LB,10000
1975,HIHIMANU_S4T12,HIHIMANU,LB,20000
1976,Waikapu.poowai_43628,Ulupo.Kawainui,LB,195000
1977,Ulupo.Kawainui_43665,Ulupo.Kawainui,LB,191000
1978,Ulupo.Kawainui_43665,Ulupo.Kawainui,LB,290000
1979,Ulupo.Kawainui_43665,Ulupo.Kawainui,LB,290000
1980,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,LB,120000
1981,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,LB,107000
1982,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,LB,102000
1983,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,LB,200000
1984,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,LB,160000
1985,Ulupo.Hoi_43665,Ulupo.Hoi,LB,174000
1986,Ulupo.Hoi_43665,Ulupo.Hoi,LB,171000
1987,Ulupo.Hoi_43665,Ulupo.Hoi,LB,330000
1988,Ulupo.Hoi_43665,Ulupo.Hoi,LB,580000
1989,Ulupo.Spring_43665,Ulupo.Spring,LB,7000
1990,Ulupo.Spring_43665,Ulupo.Spring,LB,4000
1991,Ulupo.Spring_43665,Ulupo.Spring,LB,250000
1992,Ulupo.Spring_43665,Ulupo.Spring,LB,30000
1993,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI_UV,8000
1994,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI_UV,5000
1995,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI_UV,
1996,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI_UV,4000
1997,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI_UV,1000
1998,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI_UV,8000
1999,Ulupo.Hoi_43665,Ulupo.Hoi,MI_UV,10000
2000,Ulupo.Hoi_43665,Ulupo.Hoi,MI_UV,9000
2001,Ulupo.Hoi_43665,Ulupo.Hoi,MI_UV,7000
2002,Ulupo.Spring_43665,Ulupo.Spring,MI_UV,0
2003,Ulupo.Spring_43665,Ulupo.Spring,MI_UV,0
2004,Ulupo.Spring_43665,Ulupo.Spring,MI_UV,0
2005,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,180
2006,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,340
2007,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,240
2008,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,100
2009,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,200
2010,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,200
2011,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,0
2012,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,0
2013,Ulupo.Kawainui_43665,Ulupo.Kawainui,MI,0
2014,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,220
2015,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,260
2016,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,380
2017,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,200
2018,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,500
2019,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,200
2020,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,0
2021,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,0
2022,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,MI,0
2023,Ulupo.Hoi_43665,Ulupo.Hoi,MI,500
2024,Ulupo.Hoi_43665,Ulupo.Hoi,MI,640
2025,Ulupo.Hoi_43665,Ulupo.Hoi,MI,660
2026,Ulupo.Hoi_43665,Ulupo.Hoi,MI,400
2027,Ulupo.Hoi_43665,Ulupo.Hoi,MI,400
2028,Ulupo.Hoi_43665,Ulupo.Hoi,MI,600
2029,Ulupo.Hoi_43665,Ulupo.Hoi,MI,0
2030,Ulupo.Hoi_43665,Ulupo.Hoi,MI,0
2031,Ulupo.Hoi_43665,Ulupo.Hoi,MI,0
2032,Ulupo.Spring_43665,Ulupo.Spring,MI,20
2033,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2034,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2035,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2036,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2037,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2038,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2039,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2040,Ulupo.Spring_43665,Ulupo.Spring,MI,0
2041,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,2320
2042,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,2140
2043,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,2420
2044,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,3900
2045,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,4100
2046,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,2300
2047,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,5000
2048,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,1000
2049,Ulupo.Kawainui_43665,Ulupo.Kawainui,CHROM,2000
2050,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,840
2051,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,1220
2052,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,840
2053,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,1300
2054,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,900
2055,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,1300
2056,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,4000
2057,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,5000
2058,Ulupo.Kawainui_pipe_43665,Ulupo.Kawainui_pipe,CHROM,0
2059,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,2380
2060,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,1900
2061,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,1500
2062,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,3900
2063,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,3600
2064,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,2600
2065,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,3000
2066,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,1000
2067,Ulupo.Hoi_43665,Ulupo.Hoi,CHROM,5000
2068,Ulupo.Spring_43665,Ulupo.Spring,CHROM,660
2069,Ulupo.Spring_43665,Ulupo.Spring,CHROM,700
2070,Ulupo.Spring_43665,Ulupo.Spring,CHROM,760
2071,Ulupo.Spring_43665,Ulupo.Spring,CHROM,1200
2072,Ulupo.Spring_43665,Ulupo.Spring,CHROM,1100
2073,Ulupo.Spring_43665,Ulupo.Spring,CHROM,900
2074,Ulupo.Spring_43665,Ulupo.Spring,CHROM,1000
2075,Ulupo.Spring_43665,Ulupo.Spring,CHROM,10000
2076,Ulupo.Spring_43665,Ulupo.Spring,CHROM,0
2077,Waihee.muliwai_43476,Waihee.muliwai,CHROM,138
2078,Waihee.muliwai_43476,Waihee.muliwai,CHROM,242
2079,Waihee.muliwai_43476,Waihee.muliwai,CHROM,228
2080,Waihee.muliwai_43476,Waihee.muliwai,CHROM,400
2081,Waihee.muliwai_43476,Waihee.muliwai,CHROM,150
2082,Waihee.muliwai_43476,Waihee.muliwai,CHROM,70
2083,Waihee.muliwai_43476,Waihee.muliwai,CHROM,555.5555556
2084,Waihee.muliwai_43476,Waihee.muliwai,CHROM,222.2222222
2085,Waihee.muliwai_43476,Waihee.muliwai,CHROM,
2086,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,632
2087,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,552
2088,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,536
2089,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,250
2090,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,830
2091,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,520
2092,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,1722.222222
2093,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,1055.555556
2094,KalepaB.Kope.muliwai_43476,KalepaB.Kope.muliwai,CHROM,1722.222222
2095,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,
2096,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,
2097,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,
2098,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,200
2099,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,570
2100,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,490
2101,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,1222.222222
2102,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,1222.222222
2103,KalepaA.muliwai_43476,KalepaA.muliwai,CHROM,1000
2104,Waikapu.stream_43479,Waikapu.stream,CHROM,130
2105,Waikapu.stream_43479,Waikapu.stream,CHROM,210
2106,Waikapu.stream_43479,Waikapu.stream,CHROM,190
2107,Waikapu.stream_43479,Waikapu.stream,CHROM,120
2108,Waikapu.stream_43479,Waikapu.stream,CHROM,
2109,Waikapu.stream_43479,Waikapu.stream,CHROM,
2110,Nohoana.Hoiwai_43479,Nohoana.Hoiwai,CHROM,3720
2111,Nohoana.Hoiwai_43479,Nohoana.Hoiwai,CHROM,4960
2112,Nohoana.Hoiwai_43479,Nohoana.Hoiwai,CHROM,5280
